participantId;task;visualization;trialId;type
74897d82-8174-4892-849a-6fac4c6c0027;Niederschlag_Uncertainty_Minima;VSUP;Niederschlag_Uncertainty_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
74897d82-8174-4892-849a-6fac4c6c0027;Luftdruck_Value_Minima;IsoGlyph;Luftdruck_Value_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
74897d82-8174-4892-849a-6fac4c6c0027;Niederschlag_Uncertainty_Maxima;IsoGlyph;Niederschlag_Uncertainty_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
74897d82-8174-4892-849a-6fac4c6c0027;Luftdruck_Value_Maxima;ScaledGlyph;Luftdruck_Value_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
84501fdb-30ee-48c8-a5a0-510ea096d1ef;Niederschlag_Uncertainty_Maxima;VSUP;Niederschlag_Uncertainty_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
84501fdb-30ee-48c8-a5a0-510ea096d1ef;Niederschlag_Uncertainty_Minima;ScaledGlyph;Niederschlag_Uncertainty_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
84501fdb-30ee-48c8-a5a0-510ea096d1ef;Luftdruck_Value_Maxima;IsoGlyph;Luftdruck_Value_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
84501fdb-30ee-48c8-a5a0-510ea096d1ef;Luftdruck_Value_Minima;VSUP;Luftdruck_Value_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
84501fdb-30ee-48c8-a5a0-510ea096d1ef;Niederschlag_Uncertainty_Maxima;ScaledGlyph;Niederschlag_Uncertainty_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
84501fdb-30ee-48c8-a5a0-510ea096d1ef;Niederschlag_Uncertainty_Minima;IsoGlyph;Niederschlag_Uncertainty_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
84501fdb-30ee-48c8-a5a0-510ea096d1ef;Luftdruck_Value_Maxima;VSUP;Luftdruck_Value_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
84501fdb-30ee-48c8-a5a0-510ea096d1ef;Luftdruck_Value_Minima;ScaledGlyph;Luftdruck_Value_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
84501fdb-30ee-48c8-a5a0-510ea096d1ef;Niederschlag_Uncertainty_Maxima;IsoGlyph;Niederschlag_Uncertainty_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
84501fdb-30ee-48c8-a5a0-510ea096d1ef;Niederschlag_Uncertainty_Minima;VSUP;Niederschlag_Uncertainty_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
84501fdb-30ee-48c8-a5a0-510ea096d1ef;Luftdruck_Value_Maxima;ScaledGlyph;Luftdruck_Value_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
84501fdb-30ee-48c8-a5a0-510ea096d1ef;Luftdruck_Value_Minima;IsoGlyph;Luftdruck_Value_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9cb5881c-c42d-4d0f-a558-a31f33addc62;Luftdruck_Value_Minima;VSUP;Luftdruck_Value_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
9cb5881c-c42d-4d0f-a558-a31f33addc62;Luftdruck_Value_Maxima;IsoGlyph;Luftdruck_Value_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9cb5881c-c42d-4d0f-a558-a31f33addc62;Niederschlag_Uncertainty_Minima;ScaledGlyph;Niederschlag_Uncertainty_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9cb5881c-c42d-4d0f-a558-a31f33addc62;Niederschlag_Uncertainty_Maxima;VSUP;Niederschlag_Uncertainty_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
9cb5881c-c42d-4d0f-a558-a31f33addc62;Luftdruck_Value_Minima;IsoGlyph;Luftdruck_Value_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9cb5881c-c42d-4d0f-a558-a31f33addc62;Luftdruck_Value_Maxima;ScaledGlyph;Luftdruck_Value_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9cb5881c-c42d-4d0f-a558-a31f33addc62;Niederschlag_Uncertainty_Minima;VSUP;Niederschlag_Uncertainty_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
9cb5881c-c42d-4d0f-a558-a31f33addc62;Niederschlag_Uncertainty_Maxima;IsoGlyph;Niederschlag_Uncertainty_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9cb5881c-c42d-4d0f-a558-a31f33addc62;Luftdruck_Value_Minima;ScaledGlyph;Luftdruck_Value_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9cb5881c-c42d-4d0f-a558-a31f33addc62;Luftdruck_Value_Maxima;VSUP;Luftdruck_Value_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
9cb5881c-c42d-4d0f-a558-a31f33addc62;Niederschlag_Uncertainty_Minima;IsoGlyph;Niederschlag_Uncertainty_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9cb5881c-c42d-4d0f-a558-a31f33addc62;Niederschlag_Uncertainty_Maxima;ScaledGlyph;Niederschlag_Uncertainty_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9d6e61bf-ee0c-48fc-8518-0dd9a072f6d5;Niederschlag_Uncertainty_Minima;VSUP;Niederschlag_Uncertainty_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
9d6e61bf-ee0c-48fc-8518-0dd9a072f6d5;Luftdruck_Value_Minima;IsoGlyph;Luftdruck_Value_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9d6e61bf-ee0c-48fc-8518-0dd9a072f6d5;Niederschlag_Uncertainty_Maxima;IsoGlyph;Niederschlag_Uncertainty_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9d6e61bf-ee0c-48fc-8518-0dd9a072f6d5;Luftdruck_Value_Maxima;ScaledGlyph;Luftdruck_Value_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9d6e61bf-ee0c-48fc-8518-0dd9a072f6d5;Niederschlag_Uncertainty_Minima;ScaledGlyph;Niederschlag_Uncertainty_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9d6e61bf-ee0c-48fc-8518-0dd9a072f6d5;Luftdruck_Value_Minima;VSUP;Luftdruck_Value_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
9d6e61bf-ee0c-48fc-8518-0dd9a072f6d5;Niederschlag_Uncertainty_Maxima;VSUP;Niederschlag_Uncertainty_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
9d6e61bf-ee0c-48fc-8518-0dd9a072f6d5;Luftdruck_Value_Maxima;IsoGlyph;Luftdruck_Value_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9d6e61bf-ee0c-48fc-8518-0dd9a072f6d5;Niederschlag_Uncertainty_Minima;IsoGlyph;Niederschlag_Uncertainty_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9d6e61bf-ee0c-48fc-8518-0dd9a072f6d5;Luftdruck_Value_Minima;ScaledGlyph;Luftdruck_Value_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9d6e61bf-ee0c-48fc-8518-0dd9a072f6d5;Niederschlag_Uncertainty_Maxima;ScaledGlyph;Niederschlag_Uncertainty_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
9d6e61bf-ee0c-48fc-8518-0dd9a072f6d5;Luftdruck_Value_Maxima;VSUP;Luftdruck_Value_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
b1304e8e-3741-404f-a939-a430e73db3ad;Luftdruck_Value_Maxima;VSUP;Luftdruck_Value_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
b1304e8e-3741-404f-a939-a430e73db3ad;Niederschlag_Uncertainty_Maxima;ScaledGlyph;Niederschlag_Uncertainty_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
b1304e8e-3741-404f-a939-a430e73db3ad;Luftdruck_Value_Minima;ScaledGlyph;Luftdruck_Value_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
b1304e8e-3741-404f-a939-a430e73db3ad;Niederschlag_Uncertainty_Minima;IsoGlyph;Niederschlag_Uncertainty_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
b1304e8e-3741-404f-a939-a430e73db3ad;Luftdruck_Value_Maxima;IsoGlyph;Luftdruck_Value_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
b1304e8e-3741-404f-a939-a430e73db3ad;Niederschlag_Uncertainty_Maxima;VSUP;Niederschlag_Uncertainty_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
b1304e8e-3741-404f-a939-a430e73db3ad;Luftdruck_Value_Minima;VSUP;Luftdruck_Value_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
b1304e8e-3741-404f-a939-a430e73db3ad;Niederschlag_Uncertainty_Minima;ScaledGlyph;Niederschlag_Uncertainty_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
b1304e8e-3741-404f-a939-a430e73db3ad;Luftdruck_Value_Maxima;ScaledGlyph;Luftdruck_Value_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
b1304e8e-3741-404f-a939-a430e73db3ad;Niederschlag_Uncertainty_Maxima;IsoGlyph;Niederschlag_Uncertainty_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
b1304e8e-3741-404f-a939-a430e73db3ad;Luftdruck_Value_Minima;IsoGlyph;Luftdruck_Value_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
b1304e8e-3741-404f-a939-a430e73db3ad;Niederschlag_Uncertainty_Minima;VSUP;Niederschlag_Uncertainty_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
dc4458ce-da19-4b18-952c-6d77c4e08d9a;Luftdruck_Value_Maxima;ScaledGlyph;Luftdruck_Value_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
dc4458ce-da19-4b18-952c-6d77c4e08d9a;Niederschlag_Uncertainty_Maxima;IsoGlyph;Niederschlag_Uncertainty_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
dc4458ce-da19-4b18-952c-6d77c4e08d9a;Luftdruck_Value_Minima;IsoGlyph;Luftdruck_Value_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
dc4458ce-da19-4b18-952c-6d77c4e08d9a;Niederschlag_Uncertainty_Minima;VSUP;Niederschlag_Uncertainty_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
dc4458ce-da19-4b18-952c-6d77c4e08d9a;Luftdruck_Value_Maxima;VSUP;Luftdruck_Value_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
dc4458ce-da19-4b18-952c-6d77c4e08d9a;Niederschlag_Uncertainty_Maxima;ScaledGlyph;Niederschlag_Uncertainty_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
dc4458ce-da19-4b18-952c-6d77c4e08d9a;Luftdruck_Value_Minima;ScaledGlyph;Luftdruck_Value_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
dc4458ce-da19-4b18-952c-6d77c4e08d9a;Niederschlag_Uncertainty_Minima;IsoGlyph;Niederschlag_Uncertainty_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
dc4458ce-da19-4b18-952c-6d77c4e08d9a;Luftdruck_Value_Maxima;IsoGlyph;Luftdruck_Value_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
dc4458ce-da19-4b18-952c-6d77c4e08d9a;Niederschlag_Uncertainty_Maxima;VSUP;Niederschlag_Uncertainty_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
dc4458ce-da19-4b18-952c-6d77c4e08d9a;Luftdruck_Value_Minima;VSUP;Luftdruck_Value_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
dc4458ce-da19-4b18-952c-6d77c4e08d9a;Niederschlag_Uncertainty_Minima;ScaledGlyph;Niederschlag_Uncertainty_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e306f907-ccb5-4e0d-bcbf-27727bb9beb7;Luftdruck_Value_Maxima;IsoGlyph;Luftdruck_Value_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e306f907-ccb5-4e0d-bcbf-27727bb9beb7;Niederschlag_Uncertainty_Maxima;VSUP;Niederschlag_Uncertainty_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
e306f907-ccb5-4e0d-bcbf-27727bb9beb7;Luftdruck_Value_Minima;VSUP;Luftdruck_Value_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
e306f907-ccb5-4e0d-bcbf-27727bb9beb7;Niederschlag_Uncertainty_Minima;ScaledGlyph;Niederschlag_Uncertainty_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e306f907-ccb5-4e0d-bcbf-27727bb9beb7;Luftdruck_Value_Maxima;ScaledGlyph;Luftdruck_Value_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e306f907-ccb5-4e0d-bcbf-27727bb9beb7;Niederschlag_Uncertainty_Maxima;IsoGlyph;Niederschlag_Uncertainty_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e306f907-ccb5-4e0d-bcbf-27727bb9beb7;Luftdruck_Value_Minima;IsoGlyph;Luftdruck_Value_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e306f907-ccb5-4e0d-bcbf-27727bb9beb7;Niederschlag_Uncertainty_Minima;VSUP;Niederschlag_Uncertainty_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
e306f907-ccb5-4e0d-bcbf-27727bb9beb7;Luftdruck_Value_Maxima;VSUP;Luftdruck_Value_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
e306f907-ccb5-4e0d-bcbf-27727bb9beb7;Niederschlag_Uncertainty_Maxima;ScaledGlyph;Niederschlag_Uncertainty_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e306f907-ccb5-4e0d-bcbf-27727bb9beb7;Luftdruck_Value_Minima;ScaledGlyph;Luftdruck_Value_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e306f907-ccb5-4e0d-bcbf-27727bb9beb7;Niederschlag_Uncertainty_Minima;IsoGlyph;Niederschlag_Uncertainty_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e73616b6-1d24-4c7d-89a5-7eddc71e6b3b;Luftdruck_Value_Minima;ScaledGlyph;Luftdruck_Value_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e73616b6-1d24-4c7d-89a5-7eddc71e6b3b;Luftdruck_Value_Maxima;VSUP;Luftdruck_Value_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
e73616b6-1d24-4c7d-89a5-7eddc71e6b3b;Niederschlag_Uncertainty_Minima;IsoGlyph;Niederschlag_Uncertainty_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e73616b6-1d24-4c7d-89a5-7eddc71e6b3b;Niederschlag_Uncertainty_Maxima;ScaledGlyph;Niederschlag_Uncertainty_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e73616b6-1d24-4c7d-89a5-7eddc71e6b3b;Luftdruck_Value_Minima;VSUP;Luftdruck_Value_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
e73616b6-1d24-4c7d-89a5-7eddc71e6b3b;Luftdruck_Value_Maxima;IsoGlyph;Luftdruck_Value_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e73616b6-1d24-4c7d-89a5-7eddc71e6b3b;Niederschlag_Uncertainty_Minima;ScaledGlyph;Niederschlag_Uncertainty_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e73616b6-1d24-4c7d-89a5-7eddc71e6b3b;Niederschlag_Uncertainty_Maxima;VSUP;Niederschlag_Uncertainty_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
e73616b6-1d24-4c7d-89a5-7eddc71e6b3b;Luftdruck_Value_Minima;IsoGlyph;Luftdruck_Value_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e73616b6-1d24-4c7d-89a5-7eddc71e6b3b;Luftdruck_Value_Maxima;ScaledGlyph;Luftdruck_Value_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e73616b6-1d24-4c7d-89a5-7eddc71e6b3b;Niederschlag_Uncertainty_Minima;VSUP;Niederschlag_Uncertainty_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
e73616b6-1d24-4c7d-89a5-7eddc71e6b3b;Niederschlag_Uncertainty_Maxima;IsoGlyph;Niederschlag_Uncertainty_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e9998af5-0c1f-4c86-88c4-a05b0ac6e5b8;Niederschlag_Uncertainty_Maxima;IsoGlyph;Niederschlag_Uncertainty_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e9998af5-0c1f-4c86-88c4-a05b0ac6e5b8;Niederschlag_Uncertainty_Minima;VSUP;Niederschlag_Uncertainty_Minima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
e9998af5-0c1f-4c86-88c4-a05b0ac6e5b8;Luftdruck_Value_Maxima;ScaledGlyph;Luftdruck_Value_Maxima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e9998af5-0c1f-4c86-88c4-a05b0ac6e5b8;Luftdruck_Value_Minima;IsoGlyph;Luftdruck_Value_Minima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e9998af5-0c1f-4c86-88c4-a05b0ac6e5b8;Niederschlag_Uncertainty_Maxima;VSUP;Niederschlag_Uncertainty_Maxima_VSUP;Extrema-Klick nicht beantwortet (-999/NaN)
e9998af5-0c1f-4c86-88c4-a05b0ac6e5b8;Niederschlag_Uncertainty_Minima;ScaledGlyph;Niederschlag_Uncertainty_Minima_ScaledGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
e9998af5-0c1f-4c86-88c4-a05b0ac6e5b8;Luftdruck_Value_Maxima;IsoGlyph;Luftdruck_Value_Maxima_IsoGlyph;Extrema-Klick nicht beantwortet (-999/NaN)
