participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,helpButtonClickedCount,parameters_preset,parameters_output
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","ScaledGlyph_Explanation","4","windowEvents","Pilot","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":33,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":10,""visibility"":0}","","","","","",""
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","IsoGlyph_Explanation","5","IsoGlyph_Response_Uncertainty","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","10","10","12188","12188","0","test3","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","IsoGlyph_Explanation","5","IsoGlyph_Response_Latitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","3","","12188","12188","0","test3","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","IsoGlyph_Explanation","5","IsoGlyph_Response_Longitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","2","","12188","12188","0","test3","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","IsoGlyph_Explanation","5","IsoGlyph_Response_Value","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","15","","12188","12188","0","test3","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","IsoGlyph_Explanation","5","windowEvents","Pilot","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":46,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":7,""visibility"":0}","","","","","",""
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_VSUP","6","VSUP_Response_Uncertainty","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","0.00004407685","0.00007260401","11566","11566","0","precipitation","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_VSUP","6","Niederschlag_Uncertainty_Maxima_VSUP_Likert_Response","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","4","","11566","11566","0","precipitation","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_VSUP","6","VSUP_Response_Latitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","-2.797889876956741","","11566","11566","0","precipitation","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_VSUP","6","VSUP_Response_Longitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","101.25","","11566","11566","0","precipitation","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_VSUP","6","VSUP_Response_Value","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","0.00017132968","","11566","11566","0","precipitation","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_VSUP","6","windowEvents","Pilot","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":46,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":1,""visibility"":0}","","","","","",""
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_ScaledGlyph","7","ScaledGlyph_Response_Uncertainty","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","1.7777232e-7","1.4379904e-9","11527","11527","0","precipitation","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_ScaledGlyph","7","Niederschlag_Uncertainty_Minima_ScaledGlyph_Likert_Response","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","5","","11527","11527","0","precipitation","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_ScaledGlyph","7","ScaledGlyph_Response_Latitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","13.989445712356673","","11527","11527","0","precipitation","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_ScaledGlyph","7","ScaledGlyph_Response_Longitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","0","","11527","11527","0","precipitation","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_ScaledGlyph","7","ScaledGlyph_Response_Value","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","2.7692149e-8","","11527","11527","0","precipitation","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_ScaledGlyph","7","windowEvents","Pilot","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":18,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_IsoGlyph","8","IsoGlyph_Response_Value","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","103119.4","103119.4","16276","16276","0","air_pressure","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_IsoGlyph","8","Luftdruck_Value_Maxima_IsoGlyph_Likert_Response","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","6","","16276","16276","0","air_pressure","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_IsoGlyph","8","IsoGlyph_Response_Latitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","45.698693877701785","","16276","16276","0","air_pressure","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_IsoGlyph","8","IsoGlyph_Response_Longitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","95.625","","16276","16276","0","air_pressure","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_IsoGlyph","8","IsoGlyph_Response_Uncertainty","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","315.1858","","16276","16276","0","air_pressure","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_IsoGlyph","8","windowEvents","Pilot","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":47,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Minima_VSUP","9","VSUP_Response_Value","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","98086.38","98008.52","10644","10644","0","air_pressure","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Minima_VSUP","9","Luftdruck_Value_Minima_VSUP_Likert_Response","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","10644","10644","0","air_pressure","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Minima_VSUP","9","VSUP_Response_Latitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","-68.08099098565125","","10644","10644","0","air_pressure","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Minima_VSUP","9","VSUP_Response_Longitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","22.5","","10644","10644","0","air_pressure","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Minima_VSUP","9","VSUP_Response_Uncertainty","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","308.29718","","10644","10644","0","air_pressure","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Minima_VSUP","9","windowEvents","Pilot","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":48,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_IsoGlyph","10","IsoGlyph_Response_Uncertainty","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","0.000043366777","0.00007260401","19543","19543","0","precipitation","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_IsoGlyph","10","Niederschlag_Uncertainty_Maxima_IsoGlyph_Likert_Response","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","5","","19543","19543","0","precipitation","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_IsoGlyph","10","IsoGlyph_Response_Latitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","-4.663149706177884","","19543","19543","0","precipitation","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_IsoGlyph","10","IsoGlyph_Response_Longitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","112.5","","19543","19543","0","precipitation","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_IsoGlyph","10","IsoGlyph_Response_Value","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","0.000096926975","","19543","19543","0","precipitation","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_IsoGlyph","10","windowEvents","Pilot","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":69,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_VSUP","11","VSUP_Response_Uncertainty","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","0.0000013171366","1.4379904e-9","13348","13348","0","precipitation","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_VSUP","11","Niederschlag_Uncertainty_Minima_VSUP_Likert_Response","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","5","","13348","13348","0","precipitation","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_VSUP","11","VSUP_Response_Latitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","15.854703869694873","","13348","13348","0","precipitation","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_VSUP","11","VSUP_Response_Longitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","5.625","","13348","13348","0","precipitation","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_VSUP","11","VSUP_Response_Value","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","1.3607816e-7","","13348","13348","0","precipitation","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_VSUP","11","windowEvents","Pilot","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":50,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_ScaledGlyph","12","ScaledGlyph_Response_Value","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","103119.4","103119.4","14308","14308","0","air_pressure","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_ScaledGlyph","12","Luftdruck_Value_Maxima_ScaledGlyph_Likert_Response","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","6","","14308","14308","0","air_pressure","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_ScaledGlyph","12","ScaledGlyph_Response_Latitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","45.698693877701785","","14308","14308","0","air_pressure","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_ScaledGlyph","12","ScaledGlyph_Response_Longitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","95.625","","14308","14308","0","air_pressure","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_ScaledGlyph","12","ScaledGlyph_Response_Uncertainty","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","315.1858","","14308","14308","0","air_pressure","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_ScaledGlyph","12","windowEvents","Pilot","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":51,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Minima_IsoGlyph","13","IsoGlyph_Response_Value","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","98086","98008.52","24280","24280","0","air_pressure","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Minima_IsoGlyph","13","Luftdruck_Value_Minima_IsoGlyph_Likert_Response","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","5","","24280","24280","0","air_pressure","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Minima_IsoGlyph","13","IsoGlyph_Response_Latitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","-68.08099098565125","","24280","24280","0","air_pressure","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Minima_IsoGlyph","13","IsoGlyph_Response_Longitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","18.75","","24280","24280","0","air_pressure","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Minima_IsoGlyph","13","IsoGlyph_Response_Uncertainty","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","309.36996","","24280","24280","0","air_pressure","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Minima_IsoGlyph","13","windowEvents","Pilot","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":58,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_ScaledGlyph","14","ScaledGlyph_Response_Uncertainty","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","0.000070535156","0.00007260401","17863","17863","0","precipitation","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_ScaledGlyph","14","Niederschlag_Uncertainty_Maxima_ScaledGlyph_Likert_Response","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","6","","17863","17863","0","precipitation","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_ScaledGlyph","14","ScaledGlyph_Response_Latitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","-4.663149706177884","","17863","17863","0","precipitation","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_ScaledGlyph","14","ScaledGlyph_Response_Longitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","110.625","","17863","17863","0","precipitation","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_ScaledGlyph","14","ScaledGlyph_Response_Value","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","0.00010846478","","17863","17863","0","precipitation","ScaledGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Maxima_ScaledGlyph","14","windowEvents","Pilot","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":42,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_IsoGlyph","15","IsoGlyph_Response_Uncertainty","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","1.9023952e-8","1.4379904e-9","18016","18016","0","precipitation","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_IsoGlyph","15","Niederschlag_Uncertainty_Minima_IsoGlyph_Likert_Response","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","5","","18016","18016","0","precipitation","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_IsoGlyph","15","IsoGlyph_Response_Latitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","17.719961526447428","","18016","18016","0","precipitation","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_IsoGlyph","15","IsoGlyph_Response_Longitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","0","","18016","18016","0","precipitation","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_IsoGlyph","15","IsoGlyph_Response_Value","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","2.7490028e-9","","18016","18016","0","precipitation","IsoGlyph"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Niederschlag_Uncertainty_Minima_IsoGlyph","15","windowEvents","Pilot","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":48,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_VSUP","16","VSUP_Response_Value","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","103119.4","103119.4","20473","20473","0","air_pressure","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_VSUP","16","Luftdruck_Value_Maxima_VSUP_Likert_Response","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","20473","20473","0","air_pressure","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_VSUP","16","VSUP_Response_Latitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","45.698693877701785","","20473","20473","0","air_pressure","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_VSUP","16","VSUP_Response_Longitude","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","95.625","","20473","20473","0","air_pressure","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_VSUP","16","VSUP_Response_Uncertainty","Pilot","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","315.1858","","20473","20473","0","air_pressure","Vsup"
"49fa8b96-a0db-4ac6-a33b-0d640bffcc5d","Luftdruck_Value_Maxima_VSUP","16","windowEvents","Pilot","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":44,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
