participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,startTime,endTime,parameters_preset,parameters_output
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","VSUP_Test","3","VSUP_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","9.6613455","","7698","7698","2026-07-27T09:48:31.053Z","2026-07-27T09:48:38.751Z","test1","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","VSUP_Test","3","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":32,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","ScaledGlyph_Description","4","","DEFAULT","completed","","","","100.00","","","","","17433","17433","2026-07-27T09:48:39.101Z","2026-07-27T09:48:56.534Z","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","ScaledGlyph_Description","4","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":4,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","ScaledGlyph_Test","5","ScaledGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","4","4","9597","9597","2026-07-27T09:48:56.759Z","2026-07-27T09:49:06.356Z","test2","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","ScaledGlyph_Test","5","ScaledGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","17.719961526447428","","9597","9597","2026-07-27T09:48:56.759Z","2026-07-27T09:49:06.356Z","test2","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","ScaledGlyph_Test","5","ScaledGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","56.25","","9597","9597","2026-07-27T09:48:56.759Z","2026-07-27T09:49:06.356Z","test2","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","ScaledGlyph_Test","5","ScaledGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","28.020641","","9597","9597","2026-07-27T09:48:56.759Z","2026-07-27T09:49:06.356Z","test2","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","ScaledGlyph_Test","5","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":37,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","IsoGlyph_Description","6","","DEFAULT","completed","","","","100.00","","","","","58621","58429","2026-07-27T09:49:06.691Z","2026-07-27T09:50:05.312Z","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","IsoGlyph_Description","6","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":56,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":2,""visibility"":2}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","IsoGlyph_Test","7","IsoGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","4","4","15717","15717","2026-07-27T09:50:05.546Z","2026-07-27T09:50:21.263Z","test3","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","IsoGlyph_Test","7","IsoGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","53.15959537001968","","15717","15717","2026-07-27T09:50:05.546Z","2026-07-27T09:50:21.263Z","test3","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","IsoGlyph_Test","7","IsoGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","328.125","","15717","15717","2026-07-27T09:50:05.546Z","2026-07-27T09:50:21.263Z","test3","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","IsoGlyph_Test","7","IsoGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","11.012068","","15717","15717","2026-07-27T09:50:05.546Z","2026-07-27T09:50:21.263Z","test3","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","IsoGlyph_Test","7","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":67,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":6,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_ScaledGlyph","8","ScaledGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","103110.4","103119.4","14761","14761","2026-07-27T09:50:21.613Z","2026-07-27T09:50:36.374Z","air_pressure","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_ScaledGlyph","8","ScaledGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","47.56392574797867","","14761","14761","2026-07-27T09:50:21.613Z","2026-07-27T09:50:36.374Z","air_pressure","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_ScaledGlyph","8","ScaledGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","93.75","","14761","14761","2026-07-27T09:50:21.613Z","2026-07-27T09:50:36.374Z","air_pressure","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_ScaledGlyph","8","ScaledGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","357.99454","","14761","14761","2026-07-27T09:50:21.613Z","2026-07-27T09:50:36.374Z","air_pressure","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_ScaledGlyph","8","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":54,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_ScaledGlyph","9","ScaledGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","0.0000667759","0.00007260401","69045","69045","2026-07-27T09:50:36.727Z","2026-07-27T09:51:45.772Z","precipitation","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_ScaledGlyph","9","ScaledGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","15.854703869694873","","69045","69045","2026-07-27T09:50:36.727Z","2026-07-27T09:51:45.772Z","precipitation","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_ScaledGlyph","9","ScaledGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","116.25","","69045","69045","2026-07-27T09:50:36.727Z","2026-07-27T09:51:45.772Z","precipitation","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_ScaledGlyph","9","ScaledGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","0.00007457976","","69045","69045","2026-07-27T09:50:36.727Z","2026-07-27T09:51:45.772Z","precipitation","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_ScaledGlyph","9","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":192,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_VSUP","10","VSUP_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","103107.98","103119.4","16982","16982","2026-07-27T09:51:46.056Z","2026-07-27T09:52:03.038Z","air_pressure","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_VSUP","10","VSUP_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","47.56392574797867","","16982","16982","2026-07-27T09:51:46.056Z","2026-07-27T09:52:03.038Z","air_pressure","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_VSUP","10","VSUP_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","91.875","","16982","16982","2026-07-27T09:51:46.056Z","2026-07-27T09:52:03.038Z","air_pressure","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_VSUP","10","VSUP_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","347.3481","","16982","16982","2026-07-27T09:51:46.056Z","2026-07-27T09:52:03.038Z","air_pressure","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_VSUP","10","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":53,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Temperatur_Regions_ScaledGlyph","11","Temperatur_ScaledGlyph_Checkbox_Response","DEFAULT","completed","","","","100.00","Für ein neu entwickeltes Teleskop werden Umgebungstemperaturen von möglichst -12°C bevorzugt. Gleichzeitig sind möglichst verlässliche Temperaturprognosen wünschenswert, da starke Temperaturschwankungen die Funktion der Technik ebenfalls beeinträchtigen können. Die fünf markierten Regionen unterscheiden sich sowohl in ihrer prognostizierten Temperatur als auch in der Unsicherheit dieser Vorhersage. Welchen Standort würden Sie auswählen? Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Welche Region würden Sie wählen?","[""R4""]","","199642","199642","2026-07-27T09:52:03.442Z","2026-07-27T09:55:23.084Z","temperature","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Temperatur_Regions_ScaledGlyph","11","Temperatur_ScaledGlyph_LongText_Response","DEFAULT","completed","","","","100.00","Für ein neu entwickeltes Teleskop werden Umgebungstemperaturen von möglichst -12°C bevorzugt. Gleichzeitig sind möglichst verlässliche Temperaturprognosen wünschenswert, da starke Temperaturschwankungen die Funktion der Technik ebenfalls beeinträchtigen können. Die fünf markierten Regionen unterscheiden sich sowohl in ihrer prognostizierten Temperatur als auch in der Unsicherheit dieser Vorhersage. Welchen Standort würden Sie auswählen? Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wieso haben Sie sich für diese Region entschieden?","Region 4 scheint insgesamt wenig Unsicherheit zu haben, liegt dabei noch nahe an der geünschten Temperatur","","199642","199642","2026-07-27T09:52:03.442Z","2026-07-27T09:55:23.084Z","temperature","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Temperatur_Regions_ScaledGlyph","11","Temperatur_ScaledGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Für ein neu entwickeltes Teleskop werden Umgebungstemperaturen von möglichst -12°C bevorzugt. Gleichzeitig sind möglichst verlässliche Temperaturprognosen wünschenswert, da starke Temperaturschwankungen die Funktion der Technik ebenfalls beeinträchtigen können. Die fünf markierten Regionen unterscheiden sich sowohl in ihrer prognostizierten Temperatur als auch in der Unsicherheit dieser Vorhersage. Welchen Standort würden Sie auswählen? Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wie sicher sind Sie sich mit Ihrer Antwort?","6","","199642","199642","2026-07-27T09:52:03.442Z","2026-07-27T09:55:23.084Z","temperature","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Temperatur_Regions_ScaledGlyph","11","windowEvents","DEFAULT","","","","","","","","{""focus"":9,""input"":104,""keydown"":123,""keyup"":103,""mousemove"":197,""mousedown"":13,""mouseup"":13,""resize"":0,""scroll"":24,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Temperatur_Regions_IsoGlyph","12","Temperatur_IsoGlyph_Checkbox_Response","DEFAULT","completed","","","","100.00","Für ein neu entwickeltes Teleskop werden Umgebungstemperaturen von möglichst -12°C bevorzugt. Gleichzeitig sind möglichst verlässliche Temperaturprognosen wünschenswert, da starke Temperaturschwankungen die Funktion der Technik ebenfalls beeinträchtigen können. Die fünf markierten Regionen unterscheiden sich sowohl in ihrer prognostizierten Temperatur als auch in der Unsicherheit dieser Vorhersage. Welchen Standort würden Sie auswählen? Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Welche Region würden Sie wählen?","[""R5""]","","145723","145723","2026-07-27T09:55:23.568Z","2026-07-27T09:57:49.291Z","temperature","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Temperatur_Regions_IsoGlyph","12","Temperatur_IsoGlyph_LongText_Response","DEFAULT","completed","","","","100.00","Für ein neu entwickeltes Teleskop werden Umgebungstemperaturen von möglichst -12°C bevorzugt. Gleichzeitig sind möglichst verlässliche Temperaturprognosen wünschenswert, da starke Temperaturschwankungen die Funktion der Technik ebenfalls beeinträchtigen können. Die fünf markierten Regionen unterscheiden sich sowohl in ihrer prognostizierten Temperatur als auch in der Unsicherheit dieser Vorhersage. Welchen Standort würden Sie auswählen? Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wieso haben Sie sich für diese Region entschieden?","Region 5 hat wenig bis gar keine Unsicherheit und stellt somit eine Umgebung zur Verfügung, in der man gut planen kann und weiß mit welcher Temperatur man arbeitet.","","145723","145723","2026-07-27T09:55:23.568Z","2026-07-27T09:57:49.291Z","temperature","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Temperatur_Regions_IsoGlyph","12","Temperatur_IsoGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Für ein neu entwickeltes Teleskop werden Umgebungstemperaturen von möglichst -12°C bevorzugt. Gleichzeitig sind möglichst verlässliche Temperaturprognosen wünschenswert, da starke Temperaturschwankungen die Funktion der Technik ebenfalls beeinträchtigen können. Die fünf markierten Regionen unterscheiden sich sowohl in ihrer prognostizierten Temperatur als auch in der Unsicherheit dieser Vorhersage. Welchen Standort würden Sie auswählen? Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wie sicher sind Sie sich mit Ihrer Antwort?","5","","145723","145723","2026-07-27T09:55:23.568Z","2026-07-27T09:57:49.291Z","temperature","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Temperatur_Regions_IsoGlyph","12","windowEvents","DEFAULT","","","","","","","","{""focus"":4,""input"":146,""keydown"":166,""keyup"":143,""mousemove"":79,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":12,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_VSUP","13","VSUP_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","8.4367855e-8","1.4379904e-9","45030","45030","2026-07-27T09:57:49.765Z","2026-07-27T09:58:34.795Z","precipitation","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_VSUP","13","VSUP_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","19.58521860882233","","45030","45030","2026-07-27T09:57:49.765Z","2026-07-27T09:58:34.795Z","precipitation","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_VSUP","13","VSUP_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","9.375","","45030","45030","2026-07-27T09:57:49.765Z","2026-07-27T09:58:34.795Z","precipitation","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_VSUP","13","VSUP_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","1.0093063e-8","","45030","45030","2026-07-27T09:57:49.765Z","2026-07-27T09:58:34.795Z","precipitation","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_VSUP","13","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":160,""mousedown"":2,""mouseup"":1,""resize"":0,""scroll"":9,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Temperatur_Regions_VSUP","14","Temperatur_VSUP_Checkbox_Response","DEFAULT","completed","","","","100.00","Für ein neu entwickeltes Teleskop werden Umgebungstemperaturen von möglichst -12°C bevorzugt. Gleichzeitig sind möglichst verlässliche Temperaturprognosen wünschenswert, da starke Temperaturschwankungen die Funktion der Technik ebenfalls beeinträchtigen können. Die fünf markierten Regionen unterscheiden sich sowohl in ihrer prognostizierten Temperatur als auch in der Unsicherheit dieser Vorhersage. Welchen Standort würden Sie auswählen? Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Welche Region würden Sie wählen?","R2","","137499","137499","2026-07-27T09:58:35.221Z","2026-07-27T10:00:52.720Z","temperature","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Temperatur_Regions_VSUP","14","Temperatur_VSUP_LongText_Response","DEFAULT","completed","","","","100.00","Für ein neu entwickeltes Teleskop werden Umgebungstemperaturen von möglichst -12°C bevorzugt. Gleichzeitig sind möglichst verlässliche Temperaturprognosen wünschenswert, da starke Temperaturschwankungen die Funktion der Technik ebenfalls beeinträchtigen können. Die fünf markierten Regionen unterscheiden sich sowohl in ihrer prognostizierten Temperatur als auch in der Unsicherheit dieser Vorhersage. Welchen Standort würden Sie auswählen? Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wieso haben Sie sich für diese Region entschieden?","Diese Region bietet eine angemessene Temperatur und hat dabei ein einheitliches Maß an Unsicherheit","","137499","137499","2026-07-27T09:58:35.221Z","2026-07-27T10:00:52.720Z","temperature","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Temperatur_Regions_VSUP","14","Temperatur_VSUP_Likert_Response","DEFAULT","completed","","","","100.00","Für ein neu entwickeltes Teleskop werden Umgebungstemperaturen von möglichst -12°C bevorzugt. Gleichzeitig sind möglichst verlässliche Temperaturprognosen wünschenswert, da starke Temperaturschwankungen die Funktion der Technik ebenfalls beeinträchtigen können. Die fünf markierten Regionen unterscheiden sich sowohl in ihrer prognostizierten Temperatur als auch in der Unsicherheit dieser Vorhersage. Welchen Standort würden Sie auswählen? Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wie sicher sind Sie sich mit Ihrer Antwort?","4","","137499","137499","2026-07-27T09:58:35.221Z","2026-07-27T10:00:52.720Z","temperature","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Temperatur_Regions_VSUP","14","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":99,""keydown"":113,""keyup"":94,""mousemove"":97,""mousedown"":4,""mouseup"":5,""resize"":0,""scroll"":15,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_IsoGlyph","15","IsoGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","98008.52","98008.52","35900","35900","2026-07-27T10:00:53.250Z","2026-07-27T10:01:29.150Z","air_pressure","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_IsoGlyph","15","IsoGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","-66.2158721139987","","35900","35900","2026-07-27T10:00:53.250Z","2026-07-27T10:01:29.150Z","air_pressure","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_IsoGlyph","15","IsoGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","24.375","","35900","35900","2026-07-27T10:00:53.250Z","2026-07-27T10:01:29.150Z","air_pressure","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_IsoGlyph","15","IsoGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","299.5629","","35900","35900","2026-07-27T10:00:53.250Z","2026-07-27T10:01:29.150Z","air_pressure","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_IsoGlyph","15","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":164,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":7,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_ScaledGlyph","16","ScaledGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","98010.63","98008.52","17836","17836","2026-07-27T10:01:29.563Z","2026-07-27T10:01:47.399Z","air_pressure","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_ScaledGlyph","16","ScaledGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","-66.2158721139987","","17836","17836","2026-07-27T10:01:29.563Z","2026-07-27T10:01:47.399Z","air_pressure","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_ScaledGlyph","16","ScaledGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","22.5","","17836","17836","2026-07-27T10:01:29.563Z","2026-07-27T10:01:47.399Z","air_pressure","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_ScaledGlyph","16","ScaledGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","300.0192","","17836","17836","2026-07-27T10:01:29.563Z","2026-07-27T10:01:47.399Z","air_pressure","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_ScaledGlyph","16","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":54,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_ScaledGlyph","17","ScaledGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","2.984779e-7","1.4379904e-9","40894","40894","2026-07-27T10:01:47.733Z","2026-07-27T10:02:28.627Z","precipitation","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_ScaledGlyph","17","ScaledGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","23.31573072614093","","40894","40894","2026-07-27T10:01:47.733Z","2026-07-27T10:02:28.627Z","precipitation","ScaledGlyph"
