participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,helpButtonClickedCount,parameters_preset,parameters_output
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","IsoGlyph_Explanation","5","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Luftdruck_Value_Minima_VSUP","6","","DEFAULT","completed","","","","8.70","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","","","","-1","0","air_pressure","Vsup"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Luftdruck_Value_Minima_VSUP","6","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Niederschlag_Uncertainty_Maxima_VSUP","7","","DEFAULT","completed","","","","8.70","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","","","","-1","0","precipitation","Vsup"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Niederschlag_Uncertainty_Maxima_VSUP","7","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Niederschlag_Uncertainty_Minima_IsoGlyph","8","","DEFAULT","completed","","","","8.70","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","","","","-1","0","precipitation","IsoGlyph"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Niederschlag_Uncertainty_Minima_IsoGlyph","8","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Niederschlag_Uncertainty_Minima_VSUP","9","","DEFAULT","completed","","","","8.70","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","","","","-1","0","precipitation","Vsup"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Niederschlag_Uncertainty_Minima_VSUP","9","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Niederschlag_Uncertainty_Maxima_ScaledGlyph","10","","DEFAULT","completed","","","","8.70","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","","","","-1","0","precipitation","ScaledGlyph"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Niederschlag_Uncertainty_Maxima_ScaledGlyph","10","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Niederschlag_Uncertainty_Maxima_IsoGlyph","11","","DEFAULT","completed","","","","8.70","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","","","","-1","0","precipitation","IsoGlyph"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Niederschlag_Uncertainty_Maxima_IsoGlyph","11","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Luftdruck_Value_Maxima_IsoGlyph","12","","DEFAULT","completed","","","","8.70","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","","","","-1","0","air_pressure","IsoGlyph"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Luftdruck_Value_Maxima_IsoGlyph","12","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Temperatur_Regions_IsoGlyph","13","","DEFAULT","completed","","","","8.70","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","","","","","-1","0","temperature","IsoGlyphRegions"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Temperatur_Regions_IsoGlyph","13","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Temperatur_Regions_VSUP","14","","DEFAULT","completed","","","","8.70","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","","","","","-1","0","temperature","VsupRegions"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Temperatur_Regions_VSUP","14","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Luftdruck_Value_Minima_ScaledGlyph","15","","DEFAULT","completed","","","","8.70","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","","","","-1","0","air_pressure","ScaledGlyph"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Luftdruck_Value_Minima_ScaledGlyph","15","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Temperatur_Regions_ScaledGlyph","16","","DEFAULT","completed","","","","8.70","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","","","","","-1","0","temperature","ScaledGlyphRegions"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Temperatur_Regions_ScaledGlyph","16","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Niederschlag_Uncertainty_Minima_ScaledGlyph","17","","DEFAULT","completed","","","","8.70","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","","","","-1","0","precipitation","ScaledGlyph"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Niederschlag_Uncertainty_Minima_ScaledGlyph","17","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Luftdruck_Value_Minima_IsoGlyph","18","","DEFAULT","completed","","","","8.70","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","","","","-1","0","air_pressure","IsoGlyph"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Luftdruck_Value_Minima_IsoGlyph","18","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Luftdruck_Value_Maxima_VSUP","19","","DEFAULT","completed","","","","8.70","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","","","","-1","0","air_pressure","Vsup"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Luftdruck_Value_Maxima_VSUP","19","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Luftdruck_Value_Maxima_ScaledGlyph","20","","DEFAULT","completed","","","","8.70","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","","","","-1","0","air_pressure","ScaledGlyph"
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Luftdruck_Value_Maxima_ScaledGlyph","20","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Feedback","21","Method_Rating","DEFAULT","completed","","","","8.70","","Welche Darstellung fanden Sie am hilfreichsten für die Aufgaben?

| Darstellung mit Farbsättigung | Darstellung mit Kreisgrößen | Darstellung mit mehreren Farbbereichen |
|---|---|---|
| <img src=""Nutzerstudie/Assets/Plots/Test/Vsup/Test_VSUP_Plot.png"" width=""280"" /> | <img src=""Nutzerstudie/Assets/Plots/Test/ScaledGlyph/Test_ScaledGlyph_Plot.png"" width=""280"" /> | <img src=""Nutzerstudie/Assets/Plots/Test/IsoGlyph/Test_IsoGlyph_Plot.png"" width=""280"" /> |","{""Darstellung mit Farbsättigung"":""0"",""Darstellung mit Kreisgrößen"":""1"",""Darstellung mit mehreren Farbbereichen"":""2""}","","104373","47110","0","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Feedback","21","VSUP_Likert_Response","DEFAULT","completed","","","","8.70","","Wie verständlich fanden Sie die VSUP als Visualisierungsmethode?","5","","104373","47110","0","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Feedback","21","ScaledGlyph_Likert_Response","DEFAULT","completed","","","","8.70","","Wie verständlich fanden Sie die skalierten Glyphen als Visualisierungsmethode?","5","","104373","47110","0","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Feedback","21","IsoGlyph_Likert_Response","DEFAULT","completed","","","","8.70","","Wie verständlich fanden Sie die Isometrischen Glyphen als Visualisierungsmethode?","3","","104373","47110","0","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Feedback","21","Remarks","DEFAULT","completed","","","","8.70","","Weitere Anmerkungen","","","104373","47110","0","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Feedback","21","windowEvents","DEFAULT","","","","","","","","{""focus"":8,""input"":3,""keydown"":0,""keyup"":0,""mousemove"":180,""mousedown"":13,""mouseup"":13,""resize"":0,""scroll"":32,""visibility"":2}","","","","","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Demographic","22","","DEFAULT","completed","","","","8.70","","","","","","-1","0","",""
"19039dc7-11aa-4a72-8b40-f6a34e55a84b","Demographic","22","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","",""
"3769751d-f14e-4917-8acd-3b238815f0fd","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","",""
"3ee1f941-fed1-43a9-8557-b6d398398887","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","",""
"4ff06df8-da9b-4fb8-b5d7-ddbe276c18aa","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","",""
"53054a4c-c9a9-48f3-949b-f01af77b493d","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","",""
"7f44c06e-0332-477d-af4b-bfa780b74609","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","",""
"8c7c66f8-945b-4607-a1ff-6a5f89b18e7f","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","",""
"9117b1b5-99a0-4677-b46c-0e5435434dc6","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","",""
"e2e98d47-9819-44d0-9168-bb14b543ad54","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","",""
"f15eb9c2-756e-4270-a29d-bb1b11870980","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","",""
"fb7ded49-35db-4696-a47d-01e5c929de8b","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","",""
