participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,helpButtonClickedCount,startTime,endTime,parameters_preset,parameters_output
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","VSUP_Explanation","3","VSUP_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","1","","7507","7507","0","2026-08-22T14:08:17.694Z","2026-08-22T14:08:25.201Z","test1","Vsup"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","VSUP_Explanation","3","VSUP_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","8","","7507","7507","0","2026-08-22T14:08:17.694Z","2026-08-22T14:08:25.201Z","test1","Vsup"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","VSUP_Explanation","3","VSUP_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","15","","7507","7507","0","2026-08-22T14:08:17.694Z","2026-08-22T14:08:25.201Z","test1","Vsup"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","VSUP_Explanation","3","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":46,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":10,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","ScaledGlyph_Explanation","4","ScaledGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","10","10","8312","8312","0","2026-08-22T14:08:25.373Z","2026-08-22T14:08:33.685Z","test2","ScaledGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","ScaledGlyph_Explanation","4","ScaledGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","8","","8312","8312","0","2026-08-22T14:08:25.373Z","2026-08-22T14:08:33.685Z","test2","ScaledGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","ScaledGlyph_Explanation","4","ScaledGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","4","","8312","8312","0","2026-08-22T14:08:25.373Z","2026-08-22T14:08:33.685Z","test2","ScaledGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","ScaledGlyph_Explanation","4","ScaledGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","15","","8312","8312","0","2026-08-22T14:08:25.373Z","2026-08-22T14:08:33.685Z","test2","ScaledGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","ScaledGlyph_Explanation","4","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":40,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":15,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","IsoGlyph_Explanation","5","IsoGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","10","10","4739","4739","0","2026-08-22T14:08:33.846Z","2026-08-22T14:08:38.585Z","test3","IsoGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","IsoGlyph_Explanation","5","IsoGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","3","","4739","4739","0","2026-08-22T14:08:33.846Z","2026-08-22T14:08:38.585Z","test3","IsoGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","IsoGlyph_Explanation","5","IsoGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","2","","4739","4739","0","2026-08-22T14:08:33.846Z","2026-08-22T14:08:38.585Z","test3","IsoGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","IsoGlyph_Explanation","5","IsoGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","15","","4739","4739","0","2026-08-22T14:08:33.846Z","2026-08-22T14:08:38.585Z","test3","IsoGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","IsoGlyph_Explanation","5","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":29,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":8,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Minima_IsoGlyph","6","IsoGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","-999","98008.52","9091","9091","0","2026-08-22T14:08:38.851Z","2026-08-22T14:08:47.942Z","air_pressure","IsoGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Minima_IsoGlyph","6","Luftdruck_Value_Minima_IsoGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","9091","9091","0","2026-08-22T14:08:38.851Z","2026-08-22T14:08:47.942Z","air_pressure","IsoGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Minima_IsoGlyph","6","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":18,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Maxima_ScaledGlyph","7","ScaledGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","-999","103119.4","6292","6292","0","2026-08-22T14:08:48.901Z","2026-08-22T14:08:55.193Z","air_pressure","ScaledGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Maxima_ScaledGlyph","7","Luftdruck_Value_Maxima_ScaledGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","6292","6292","0","2026-08-22T14:08:48.901Z","2026-08-22T14:08:55.193Z","air_pressure","ScaledGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Maxima_ScaledGlyph","7","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Minima_VSUP","8","VSUP_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","-999","1.4379904e-9","6975","6975","0","2026-08-22T14:08:56.467Z","2026-08-22T14:09:03.442Z","precipitation","Vsup"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Minima_VSUP","8","Niederschlag_Uncertainty_Minima_VSUP_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","6975","6975","0","2026-08-22T14:08:56.467Z","2026-08-22T14:09:03.442Z","precipitation","Vsup"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Minima_VSUP","8","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Maxima_IsoGlyph","9","IsoGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","-999","0.00007260401","6516","6516","0","2026-08-22T14:09:04.987Z","2026-08-22T14:09:11.503Z","precipitation","IsoGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Maxima_IsoGlyph","9","Niederschlag_Uncertainty_Maxima_IsoGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","6516","6516","0","2026-08-22T14:09:04.987Z","2026-08-22T14:09:11.503Z","precipitation","IsoGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Maxima_IsoGlyph","9","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":10,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Minima_ScaledGlyph","10","ScaledGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","-999","98008.52","9373","9373","0","2026-08-22T14:09:12.451Z","2026-08-22T14:09:21.824Z","air_pressure","ScaledGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Minima_ScaledGlyph","10","Luftdruck_Value_Minima_ScaledGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","9373","9373","0","2026-08-22T14:09:12.451Z","2026-08-22T14:09:21.824Z","air_pressure","ScaledGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Minima_ScaledGlyph","10","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Maxima_VSUP","11","VSUP_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","-999","103119.4","9387","9387","0","2026-08-22T14:09:22.878Z","2026-08-22T14:09:32.265Z","air_pressure","Vsup"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Maxima_VSUP","11","Luftdruck_Value_Maxima_VSUP_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","9387","9387","0","2026-08-22T14:09:22.878Z","2026-08-22T14:09:32.265Z","air_pressure","Vsup"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Maxima_VSUP","11","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Minima_IsoGlyph","12","IsoGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","-999","1.4379904e-9","6799","6799","0","2026-08-22T14:09:33.479Z","2026-08-22T14:09:40.278Z","precipitation","IsoGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Minima_IsoGlyph","12","Niederschlag_Uncertainty_Minima_IsoGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","6799","6799","0","2026-08-22T14:09:33.479Z","2026-08-22T14:09:40.278Z","precipitation","IsoGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Minima_IsoGlyph","12","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":15,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Maxima_ScaledGlyph","13","ScaledGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","-999","0.00007260401","6698","6698","0","2026-08-22T14:09:41.312Z","2026-08-22T14:09:48.010Z","precipitation","ScaledGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Maxima_ScaledGlyph","13","Niederschlag_Uncertainty_Maxima_ScaledGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","6698","6698","0","2026-08-22T14:09:41.312Z","2026-08-22T14:09:48.010Z","precipitation","ScaledGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Maxima_ScaledGlyph","13","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Minima_VSUP","14","VSUP_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","-999","98008.52","6749","6749","0","2026-08-22T14:09:48.996Z","2026-08-22T14:09:55.745Z","air_pressure","Vsup"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Minima_VSUP","14","Luftdruck_Value_Minima_VSUP_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","6749","6749","0","2026-08-22T14:09:48.996Z","2026-08-22T14:09:55.745Z","air_pressure","Vsup"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Minima_VSUP","14","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Maxima_IsoGlyph","15","IsoGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","-999","103119.4","6584","6584","0","2026-08-22T14:09:56.863Z","2026-08-22T14:10:03.447Z","air_pressure","IsoGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Maxima_IsoGlyph","15","Luftdruck_Value_Maxima_IsoGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","6584","6584","0","2026-08-22T14:09:56.863Z","2026-08-22T14:10:03.447Z","air_pressure","IsoGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Luftdruck_Value_Maxima_IsoGlyph","15","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":10,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Minima_ScaledGlyph","16","ScaledGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","-999","1.4379904e-9","6964","6964","0","2026-08-22T14:10:04.409Z","2026-08-22T14:10:11.373Z","precipitation","ScaledGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Minima_ScaledGlyph","16","Niederschlag_Uncertainty_Minima_ScaledGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","6964","6964","0","2026-08-22T14:10:04.409Z","2026-08-22T14:10:11.373Z","precipitation","ScaledGlyph"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Minima_ScaledGlyph","16","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Maxima_VSUP","17","VSUP_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","-999","0.00007260401","6786","6786","0","2026-08-22T14:10:12.382Z","2026-08-22T14:10:19.168Z","precipitation","Vsup"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Maxima_VSUP","17","Niederschlag_Uncertainty_Maxima_VSUP_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","6786","6786","0","2026-08-22T14:10:12.382Z","2026-08-22T14:10:19.168Z","precipitation","Vsup"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Niederschlag_Uncertainty_Maxima_VSUP","17","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Region_Task","18","","DEFAULT","completed","","","","100.00","","","","","2024","2024","0","2026-08-22T14:10:20.150Z","2026-08-22T14:10:22.174Z","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Region_Task","18","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Temperatur_Regions_IsoGlyph","19","Temperatur_Regions_IsoGlyph_Radio_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Welche Region würden Sie wählen?","R2","","13273","13273","0","2026-08-22T14:10:22.480Z","2026-08-22T14:10:35.753Z","temperature","IsoGlyphRegions"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Temperatur_Regions_IsoGlyph","19","Temperatur_Regions_IsoGlyph_LongText_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wieso haben Sie sich für diese Region entschieden?","Testdurchlauf 7","","13273","13273","0","2026-08-22T14:10:22.480Z","2026-08-22T14:10:35.753Z","temperature","IsoGlyphRegions"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Temperatur_Regions_IsoGlyph","19","Temperatur_Regions_IsoGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","13273","13273","0","2026-08-22T14:10:22.480Z","2026-08-22T14:10:35.753Z","temperature","IsoGlyphRegions"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Temperatur_Regions_IsoGlyph","19","windowEvents","DEFAULT","","","","","","","","{""focus"":4,""input"":4,""keydown"":3,""keyup"":2,""mousemove"":38,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Temperatur_Regions_ScaledGlyph","20","Temperatur_Regions_ScaledGlyph_Radio_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Welche Region würden Sie wählen?","R2","","11518","11518","0","2026-08-22T14:10:36.893Z","2026-08-22T14:10:48.411Z","temperature","ScaledGlyphRegions"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Temperatur_Regions_ScaledGlyph","20","Temperatur_Regions_ScaledGlyph_LongText_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wieso haben Sie sich für diese Region entschieden?","Testdurchlauf 7","","11518","11518","0","2026-08-22T14:10:36.893Z","2026-08-22T14:10:48.411Z","temperature","ScaledGlyphRegions"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Temperatur_Regions_ScaledGlyph","20","Temperatur_Regions_ScaledGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","11518","11518","0","2026-08-22T14:10:36.893Z","2026-08-22T14:10:48.411Z","temperature","ScaledGlyphRegions"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Temperatur_Regions_ScaledGlyph","20","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":4,""keydown"":2,""keyup"":2,""mousemove"":29,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Temperatur_Regions_VSUP","21","Temperatur_Regions_VSUP_Radio_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Welche Region würden Sie wählen?","R2","","16831","16831","0","2026-08-22T14:10:49.680Z","2026-08-22T14:11:06.511Z","temperature","VsupRegions"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Temperatur_Regions_VSUP","21","Temperatur_Regions_VSUP_LongText_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wieso haben Sie sich für diese Region entschieden?","Testdurchlauf 7","","16831","16831","0","2026-08-22T14:10:49.680Z","2026-08-22T14:11:06.511Z","temperature","VsupRegions"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Temperatur_Regions_VSUP","21","Temperatur_Regions_VSUP_Likert_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wie sicher sind Sie sich mit Ihrer Antwort?","7","","16831","16831","0","2026-08-22T14:10:49.680Z","2026-08-22T14:11:06.511Z","temperature","VsupRegions"
"0a118baa-2055-44b8-b7d2-3768aa75c6c2","Temperatur_Regions_VSUP","21","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":4,""keydown"":3,""keyup"":2,""mousemove"":26,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
